,date,url,city,job_title,company_name,location,summary
44,Error extracting date,/pagead/clk?mo=r&ad=-6NYlbfkN0AMAzvYikIl9z2GFX0nJmhTJOkEPCpFrHxN4u4G9OrBmUece9Ye36wTs9kVH2Ae5mS_KVfSHOwuPY1ZbcIIr_jflGlNMJSCN4avdwGKaU0O3znqV3L5nLap6wDZhOhByO9XpPBv2GA1cKyyMIk0OX7YuJc_qeo6e7tGMiaRjJo4G7aGsXfN2kV0Ptqn6yaZxPuhTRRowU29NaN9jaL74OYlr1leQHa_DcpSWcqXSfcGD4nX8H7ecv6uBexGvjvHZCOseRSnnyNezJ2w_DusOsV4hPrWDTL9ME7Yg_47cCz0y_KGT3IE_1ghusL4fTnYG3lABAzheug9RhJON8T6pjfcxh8F5Im4-FdJ4TyFZSrxaRCbv4Arell2MrRBjQchH4X-75WhjsjL48yNvkZVACEgub6Ccvyrxt3heqw3AXvEgShj7ml2x0oF&vjs=3&p=5&sk=&fvj=1,San+Francisco,Senior Accountants,Torrey & Gray,"San Francisco, CA",Blockchain and Cryptocurrency is a burgeoning field and we are looking for good people to help lead the way....
45,Error extracting date,/pagead/clk?mo=r&ad=-6NYlbfkN0A2vbaJTHvp89syxS9B8eTSQU_-YEFxc1jp942m8G6jgjBLxZ5_sCeIKahw2ecnc67AJZuUKINEmJE_F2jd7d02c1k29D3jPDoAoFoqOOWjZrtT-98nIO1aPTsjJJuRgX4Qw0l8pIECZanjVnQzaNpYqMsYgxqVo7zhP9djmjLgms8sbkDI-dISn_ICy5Pk46fVgL_DeA28OLAfBj8IlnXbqLzLYI3mZ0iK4Ab8xlHZnhNf0xTm4k0lAlTOqQa6CFkOLYtwBtwS8HCfda8yCSF2h4iPu73wv06uEK9aRayk25pzz0zDAis5wquwJl7qo4OdmhDdTOsv4SoQTDPK363Oz0gDzdoqrbD5GMmyY6PRw02SpTIqCRQR_nj9x1XQ52oZo7a1NFv2Rxe9rOQUFOlSYd-DDz51z3_LmPfUWEgiS7EIYYfDA5-b_rm8zPu4NdYWSLNGJSOmjg==&vjs=3&p=6&sk=&fvj=1,San+Francisco,Blockchain Software Engineer,DxChain Network,"San Francisco, CA","Monitor, research and evaluate Blockchain technologies. DxChain is a big data and machine learning network powered by a computing-centric blockchain...."
46,Error extracting date,/pagead/clk?mo=r&ad=-6NYlbfkN0BSJ0iUJgRTleP7SKWmGdETmF2ZrM9rhEHsVwafK-LsjXJHfqM4JfQuNu0zuB91hF1nRP-h6G2R7oi5TwyfgEfPwJHvR_sTWDn6DnNbLvRBwW5JpXX6qqgl2qPARndUmO-_eBtPLuIjFYYsVDV4ngG1PBzWSPzhAptUb-iDtUdKz6r_q9GTmRVlIU7z4dAVJEhng-jdJKwNLWhMEMDod5H8V4vS4vS79Z3vMZBjlJAqx93XcHBn0sdrR3hjO5bkZ0OwL5GP3qg-ouyjbmEca2zZKohT2x48UmV7hDUQLJOmIO79DzpF0nKFP98XoDvXrhf_wfL0YiMiqBwhIGisJuTb9pHxVvVeP18yu1Y19UZ1F8ytbHrPPMYX1Jd112z8TM6a6F4NhN8zoqbQSiWCBo5zJao6x8iID6VsSJapUd1hZZeUOmEoio4wyb5Gmg8bWII=&vjs=3&p=1&sk=&fvj=1,Austin,Smart Card Software and/or Firmware Engineer,Toriia INC.,"Austin, TX","Searching for experienced Senior Software and/or Firmware Engineer to work on smart card project for the Payments, Blockchain industry...."
47,Error extracting date,/ita?id=22453&tk=1clq3q30c1fko0s5&flowPage=jasxserp&flowType=inline&q=blockchain&l=Austin&adLoc=Austin%2C+TX&fromita=1,Austin,Error extracting title,Error extracting company,"Austin, TX",Error extracting summary
48,30+ days ago,/rc/clk?jk=32258fc4dfb5711f&fccid=cc102913678aeff5&vjs=3,Austin,Blockchain Technical Development Leadership (CTO/VP/Director),Wanchain,"Austin, TX",Wanchain is developing next generation cross-chain blockchain architecture with privacy protection. Experienced senior manager with strong technical skills and...
49,16 days ago,/rc/clk?jk=b675d3a61dd2c59c&fccid=c8a9aee2f05687eb&vjs=3,Austin,EmTech Event Coordinator,Capital Factory,"Austin, TX",The EmTech Event Coordinator plans and executes on- and off-site events for the Capital Factory Emerging Technologies Team You are responsible for planning...
50,13 days ago,/company/DigitalTown/jobs/Product-Owner-45d683e25bd2295a?fccid=decf8fcb1a41d703&vjs=3,Austin,Product Owner,DigitalTown,"Austin, TX",At DigitalTown we’re leading the way in Blockchain-based solutions for Smart Cities. Our technology and decentralized applications on web and mobile are...
51,30+ days ago,/rc/clk?jk=f77fbc469dbfa443&fccid=cc102913678aeff5&vjs=3,Austin,Blockchain Software Engineer,Wanchain,"Austin, TX",Wanchain is developing next generation cross-chain blockchain architecture with privacy protection. Experienced senior manager with strong technical skills and...
52,30+ days ago,/rc/clk?jk=af28ce572c980a1d&fccid=cc102913678aeff5&vjs=3,Austin,Virtual Community Manager,Wanchain,"Austin, TX",Wanchain is developing next generation cross-chain blockchain architecture with privacy protection. Experienced senior manager with strong technical skills and...
53,4 days ago,/company/Jellyfish-Technologies/jobs/Sales-Representative-3e0307855a628c0f?fccid=124cf1155885622e&vjs=3,Austin,Sales Representative,Jellyfish Technologies LLC,"Austin, TX","We serve various domains like Telecom, E-Commerce, Payment Processors, FinTech, IOT (Internet Of Things), BlockChain to name a few. This is a remote position...."
54,30+ days ago,/rc/clk?jk=8da5672127fd46c0&fccid=3f5f68959842d66c&vjs=3,Austin,"Community Manager, Panvala",ConsenSys (Remote),"Austin, TX",Our aim is to build the most technically-gifted and engineering-focused blockchain security team. ConsenSys is a venture production studio and the leading...
55,30+ days ago,/rc/clk?jk=1cb2878f490c02f3&fccid=cc102913678aeff5&vjs=3,Austin,Local Community Manager,Wanchain,"Austin, TX",Wanchain is developing next generation cross-chain blockchain architecture with privacy protection. Experienced senior manager with strong technical skills and...
56,2 days ago,/company/Horn-Solutions/jobs/Community-4fcd95fefc3a4eb9?fccid=fcb6e4fe7c3fc02f&vjs=3,Austin,Community / Social Media Manager,Horn Solutions,"Austin, TX",Baseline technical understanding of public blockchain. Horn Solutions is partnering with an Austin-based blockchain technology company to bring on a Community &...
57,2 days ago,/rc/clk?jk=7944753b16ba3bc9&fccid=c4ba6202af4dda9d&vjs=3,Austin,"Principal Analyst, Transformative Technology",IHS Markit,"Austin, TX 78731","This position will focus on researching a wide range of technologies including connectivity, machine vision, and blockchain, in addition to those already listed..."
58,1 day ago,/pagead/clk?mo=r&ad=-6NYlbfkN0BwAmSRycT5EgpJGye6gPYrUkNzWj7apy3sLJ73tG-9A13rBp9_NZTJdqMdVb7ufrM_mw40G9kLZvidhqv1dKaZyKWI7Uq3p_LTp-MnhN8zaOl7R5PoyVTJqY8_D10BBYlH5QPJDhNJ_DN3KqiYDFjLk3ip6vKQ5EGnVog5Mmz_5xMYR3HMsIuXVbsKZ1UWyYzrcS7ikGWZACoS3UqxOPK_taLihOYttPERZHE5zuoi6NGXIYfAxuifvYDXzWshc2PN3YtfpPf9X5e3YjgAa8A9HettS1z2jW5OQIhC6Y7mw9XDtmukwovFcFCZLFn5EMF78PuIvQP-VNYqKOnmzlPgDzLjUJ-bl5nDs1AO0hz7ntp65v0dIhqXNshwlsX3Xmo3-LwC847mzw0ji0ds4RCtG_C_1Q8j7E1ga7Hmmxav7g==&vjs=3&p=1&sk=&fvj=1,Seattle,Full Stack Developer,Hointer,"Seattle, WA",Understanding of blockchain and experience with blockchain platforms. Hointer is a technology company focused on improving retail....
59,Error extracting date,/pagead/clk?mo=r&ad=-6NYlbfkN0CpFJQzrgRR8WqXWK1qKKEqALWJw739KlKqr2H-MSI4eqIyHF2MMS4j1pBlH03xX9i2j1HZlyH43ESxeW4aY3JKYJDn0xCMqy0c48plFTZMTYD9_miGotg5kes0FS9D-udXxRLA1JAOcbFZdxY5VReUwPnVuJ9kfKHMyRcRdbZme8lhpY25ifLyxVAA6On5aeQBTQLUtn751Oc8UESqObrrh5pbgkXrRCY6pFEhCBea32cLAtq7HtcwWE3tzYzdgcCJTBiIUFf1g55esBbgarOARo1Hlnfdsto8Bz7tgNlRoQCUEGyxjzXPrUjY9AaBlEpe0vlZQ-uBiBwrhQIAXOXoyYCNSR9O1cs5T7hAV-3n0aq4WLoAZr2316dLkuSXpul8NTRU-47KDAGr2vc3M19GMWWofyQ52MoQ-oa2H5AtSXnIeqyTKos4YFLmfmyFYIBiVuMIU--iotxS-WmP0TTAuQs8WJs993gnpe9wRgMx1KimKhgm5E0wEjjvs23AVLxFL6EyF6i7Zfsk1WUHL1yaxb1I4S-_77MffRRN6GIBPjvQfITvk7KUah0HlxN4eutSGZgOMb6PGnNkzGdFqk_qaOtaBnezM7GmT06T-yImnfR1MLyejlndk1C8CdjP-sO_x2mH51bwoB9NQ-TMGSZvpCAl6KWwVPt1P0R9jkSHUw==&vjs=3&p=2&sk=&fvj=0,Seattle,Security Engineer,CyberCoders,"Seattle, WA 98101 (Downtown area)","Advanced training/knowledge in cryptography, blockchain, etc. If you are a Security Engineer with experience in the field of web/software application security,..."
60,Error extracting date,/pagead/clk?mo=r&ad=-6NYlbfkN0B2LP6KtwgLMWcIJbzQK4y118hUYa2NHT0ELzb4aR6nDndKV5Rvcgr83_XqVwuZ_SY3N4x5SQe9whWhdkgVtUGFazcxIJ9b4FhWi4e62bJKGQeKapwLv0bkI1v8xhzHrf624ev6Bi2ykhNPf34blgqNUVAVIf4KZRtihycq-t39rkiz2WeX-yaXZsX1GCK7-bROSNpqvEQHKl1hiL_A_HEo8S7CB75BMYWd8zueGvtrEdtSkdzJC-GQY-GNOb7LDU5EO8MtD1MB5SGxASOcBjU9oLKGK5Awy7iLy_JOXJ1IhRgf95SgV97Rfd0vv3NQsZXmgbavLqp-RLGgtF2niaeYG2RJXDw7BmqFp0kaE2lNi4nEFcKp6wh0ldp3vio6Ve4=&vjs=3&p=3&sk=&fvj=0,Seattle,Senior Software Development Engineer - AWS Blockchain Templates,Amazon,"Seattle, WA 98127 (Downtown area)",Come join the AWS Blockchain Templates team! Experience in writing smart contracts for blockchain frameworks....
61,1 day ago,/company/Coinme/jobs/Customer-Support-Agent-8b8c3b81f42d96dc?fccid=a57b90ababdfbb9e&vjs=3,Seattle,Customer Support Agent,Coinme,"Seattle, WA",*Job Title: Customer Support Agent Reports To: Customer Service Manager Start Date: Immediately SUMMARY: * We are looking for a candidate who is...
62,28 days ago,/rc/clk?jk=7260513d430671cb&fccid=315baf4b0afa894b&vjs=3,Seattle,Customer Support Analyst,Bittrex,"Bellevue, WA","Blockchain trading platform, is hiring Customer Service Analysts. Founded by three cybersecurity engineers in 2014, its mission is to help advance the..."
63,30+ days ago,/rc/clk?jk=8f8debcc189fa0da&fccid=3f5f68959842d66c&vjs=3,Seattle,"Community Manager, Panvala",ConsenSys (Remote),"Seattle, WA",Our aim is to build the most technically-gifted and engineering-focused blockchain security team. ConsenSys is a venture production studio and the leading...
64,30+ days ago,/rc/clk?jk=9fd91e2783941f77&fccid=9af59bce51f078e3&vjs=3,Seattle,Fintech Associate Attorney - Junior,Perkins Coie,"Seattle, WA 98101 (Downtown area)","Our ideal candidate will have substantive experience handling regulatory and legal issues faced by blockchain, bitcoin and other virtual currency businesses,..."
65,30+ days ago,/rc/clk?jk=8cecef9cd8a82e6b&fccid=33885f202516daa8&vjs=3,Seattle,PR Manager,"Arcblock, Inc.","Bellevue, WA",We are building the first-lever Blockchain 3.0 ecosystem designed to reimagine how blockchain apps and services are built....
66,25 days ago,/rc/clk?jk=f1e81ef0559d937d&fccid=315baf4b0afa894b&vjs=3,Seattle,Technical Account Managers,Bittrex,"Bellevue, WA","Bittrex is a global leader in the blockchain revolution. 4+ years of sales or account management experience in financial services industry, crypto currency and..."
67,30+ days ago,/rc/clk?jk=11acee14f7e5e52b&fccid=ecfbb4fbf283f607&vjs=3,Seattle,Artist Care Specialist,StratusCore,"Seattle, WA","A career at StratusCore places you at the cross-section of disruptive cloud technologies, creative media production (CGI, VFX, gaming, VR/AR…) and blockchain..."
68,1 day ago,/company/Hointer/jobs/Full-Stack-Developer-ff5bc2acb9f3d32a?fccid=49ba1ccfc022c837&vjs=3,Seattle,Full Stack Developer,Hointer,"Seattle, WA",Understanding of blockchain and experience with blockchain platforms. Hointer is a technology company focused on improving retail....
69,30+ days ago,/rc/clk?jk=037a60f72781aaac&fccid=c42a2949866f6f3c&vjs=3,Seattle,Social Media & Events Marketing Manager,Atonomi,"Seattle, WA 98104 (First Hill area)",Technical knowledge of software solutions in blockchain and security with experience communicating information to tech-savvy audiences....
70,30+ days ago,/rc/clk?jk=c74e8fbb1200a58c&fccid=c42a2949866f6f3c&vjs=3,Seattle,QA Engineer,Atonomi,"Seattle, WA 98104 (First Hill area)","Have network acumen, extensive cybersecurity, blockchain and IoT knowledge. Are you looking to work with a team that will have a profound impact at the..."
71,Error extracting date,/pagead/clk?mo=r&ad=-6NYlbfkN0CpFJQzrgRR8WqXWK1qKKEqALWJw739KlKqr2H-MSI4eqIyHF2MMS4j1pBlH03xX9jJH8IbZvNXi8lgCtHu13aLi3Id0cqDJ6HXs8RLWmVEOjRdkAVjYACtuLjgCfvDi5H7Z9ixqU38Furry62veQ5d5jGhF5o_md2map0iMTC2Bu95AGqLxLXk_kS8jO1TxGVczJAK4nOuEGvxOSaZzEuXKc8Qu82ZY5T3g4S-JCrS8UdUImAsuPrFzFCtTaKhTT1ijIu3EdT17lC1wSpZ0Hjzo95aKuhCxT7wdK6YMGaXOHDtjKpZaM3c4H5xMC7UI-b-YyLXEitMxjzZ3eTGSM1NFAGe8myvPOakQgKxk-E1yfH5s-jmWf3H1W9Rp-eHpS3PbmBZi1e6NTzuJSWIJTMQErmKzJnxnoIwpQXOfad0gTRCXz3KpZJNeuTjfwi_5ATrzGcWcgUrPZd-JksudNA701-RLKFyDuCwX7FUE1SPN6DxlkMJfnbnpGdL7WaB3quFzHfT92gCHVyNzNbZ-3q-DJ-53nAxfTU63CX57hWJIPz2U06DyrEtZdG9AKPXAqanCbF8SG7hL3zGbZXr0Ai0t5vxqz-CEYm4VCzHUJjiNCZTEeuyEouW1t_GcA55nZ7BHVJ7l4WJ8tPWzJ570--BSYZ7WI-WJeXunZtUSXYXxQ==&vjs=3&p=4&sk=&fvj=0,Seattle,Cybersecurity Software Engineer,CyberCoders,"Seattle, WA 98101 (Downtown area)","Hacking complex software, embedded devices, cloud services, blockchain platforms, and more, we are among the best in the industry—and are growing fast...."
72,Error extracting date,/pagead/clk?mo=r&ad=-6NYlbfkN0CMS1r-8zjRGWd3KerRxqFx-fH0JYo0BdjKGbdXbSZ41h_bvMhwI3MKQtaUrfWufAAwy8iUPjbIsfpqnZrlCC4_OOExUnZJwTUXHHQcjkF8LGEqDB8pOBpXo_nC6XziXhSp7V9YTs2Vm59h5snH4SMB8a8D4WhVGlYI7T6ug7mStxKn6hcG2N8lH5MNpT3rcKuvICV3s4usf3R551peuV_bKsroTkvFN28ZGAWEmrLuOwzfPXcxqkA2ElASWBDLLGcqGIE0tGkazWqdgNcb47QcURcDo44H6M8C05Jpy7URHHpMNgOS00nnO5KknYFaKapZr7nE0y9YCu5myliMp5WHNbdoSvXYUkZugwiriLuFB4xlDilFUSP4aKRC58ASYlpPH0BQKy5qhUStPSZlhIjctedu7LGuFn7wy_Qt9A9aE-WLNNS20fFfZ_5NZRbVy7lzNNpZwzbMU0wb0gtFEfIINNOM6OCNM6w4zZkHJ9csG9ln-YKe-3WqUEfLGMAyyQicthPLrU_Nc2SwHgFhD_E4CSZz-HSslzibco9R_dwO19YvMgj51kFtGIPgcE2QBWpnB7pv5E9htlO9EcXxX3w3qcsTHvC_v2wc1C2nugXqtcf0YhrQ-f0nE-VZ2PyyTYajgBd4seIVYI5cPlnmAQSN87v2KOmdfxm6VCeEInzPDiTaAm0wqjKpdObRs3HTPAgd1WNk7UvR_g==&vjs=3&p=1&sk=&fvj=1,Los+Angeles,跨境电商国际物流专员-洛杉矶地区,Blockchain Peak,"Los Angeles, CA","职责描述: 1、跨境电商物流方案的设计和操作,实现公司产品在全球(尤其是中国)及时和准确的配送; 2、有效控制与降低公司物流运输成本。 任职要求: 1、两年以上国际物流工作经验; 2、合法报税W2; 3、反应敏捷、具有良好沟通能力及团队合作意识; 4、熟悉进中国海关报关和报检流程,有报关、报检员经验者优先考虑。..."
73,Error extracting date,/pagead/clk?mo=r&ad=-6NYlbfkN0CMS1r-8zjRGWd3KerRxqFx-fH0JYo0BdjKGbdXbSZ41vVMUA-OX1642_5fIblFnqK7dy8xTHa3iUxsOFSOZzV5s0Vs0tUxLQ-KethV60s5N6mQjcx7LEF7k6AbQHe7CnxQ6oHpK2KDRFNfjR_8oqXl0z2vy6xDGFMo-BK4PeTQhCh3SAxPcYceMTorydExVefbSzBkOyL57o5j64ELgV5fNjvRBKMr0-k4nt78pTl2TYivU66vThsxGiVMoBSYgy5rdHTqm7lGmChMTT5esP6ijWnek1ooUJdRvrwZcMGHU_jc8VXmvuIZWoyEYT5yw9APNiBoPDgZO0PsWeu3VCc6WZIUdXcPKoQRzad3g9dXZmPErNhDs0LFDxFDyqnzD3idtqn-ujQDX8zSloKg7qYwVcH6owpAthwG_gCNfyEU3bOw5NSpiiTVQeS2djqhmB8eiK0ooTbYRSJocxnj7h-QpDq6zEyGz12AwgbIiQiVx9YJrKq2BQmXGseIRh78BMF1YgQO4_-_RHU98WRBMiDtT4aIMG5SxnJWLp76hnLD2LtoOl2ymxXFYtLrpgPegZUXhngQAyK9TamIANUp5leuHqvp0npCV4RWi5U6tAC5Fp4v4e_6-96kOsNPr3GsZc1uSUb6ndnViDwUIiIUWfjjL7eeKUdTg7DqPnE3FS7-g1P9PzMSyJ87IsRI-E7FUrk=&vjs=3&p=2&sk=&fvj=1,Los+Angeles,招聘宣传广告文案(中英文)若干名,Blockchain Peak,"Los Angeles, CA","职位描述: 1.挖掘提炼产品和品牌卖点,撰写宣传文案; 2.与摄影师丶设计师保持密切沟通配合,提供图片效果需求与创意文案支持; 3.硬广丶软文丶宣传资料丶新闻稿丶产品说明书等文案撰写。 任职要求: 1.对健康类科技类产品有一定了解; 2.出色的文字创作和方案策划能力; 3.可以报税W2。 职位类型:全职 所在地..."
74,Error extracting date,/pagead/clk?mo=r&ad=-6NYlbfkN0BaDN7IHEXfLZa5HxzXjrEzTsNAP3dNH7PKkLiyGueFDK8fuhWBjXShYuw_iR5nfqrDrpBjEKPzpcwO9yK8jSWqCf0cI-unYwvrcPQ4llPRgNt3_OXYB7bg-pUxah4jS9MsFfu1021xdIULCy0oM6yAkJEZeekOTDLMFLcN3KhGG9sUNRxR1PJ1IdA2i1GYIfzr2zFK6bpRM2GhBKlHyGaioXIkjAWt7k6qQXmSPpx9Hw1WZb2IkSLAKweXQY9lVgKgPtaW11drageLiwXDLiY-nOa_SSEvl4AnHvReKpwcBstc_cJ2ILB4IfYE1moY40fKYWwDeEQHGaQUNDMzW20i5E915jKpRg5EzH-WcxnnlUPB8W7XTsA_3RCKiuC7XgQlP-nWs8xU6TSWRzZEFNBVZNY7ZsdRaR5cVYLx4BF-qDQ7boUITNZUwHUv6DbCRgo=&vjs=3&p=3&sk=&fvj=1,Los+Angeles,Sales Associate,Bitcoin Depot,"Los Angeles, CA",Bitcoin and blockchain:. Intermediate knowledge of Bitcoin and Blockchain is required*. Bitcoin Depot has grown to be the 2nd largest Bitcoin ATM operator in...
75,1 day ago,/rc/clk?jk=62da9b753b4b6f02&fccid=51330deb9ea36b45&vjs=3,Los+Angeles,Event Coordinator,OPSkins,"Santa Monica, CA","OPSkins/WAX is seeking an Event Coordinator to manage the planning and execution for OPSkins/WAX industry events, executive speaking engagements, tech meetups..."
76,10 days ago,/company/Consol-Partners/jobs/Business-Development-Manager-Fintech-Blockchain-Warm-Desk-8c45b29b7a52aed8?fccid=023cdab0a0b5a7df&vjs=3,Los+Angeles,Business Development Manager – FinTech/Blockchain – Warm Desk,ConSol Partners,"Santa Monica, CA",* Do you have a strong background in Business Development or as a Specialist Recruitment Consultant? * Do you want to be part of a rapidly growing team with...
77,5 days ago,/company/Global-Blockchain-Forum/jobs/Sales-Manager-92e1fc2c126f2a85?fccid=a59843b742719425&vjs=3,Los+Angeles,Looking for Sales Managers,Global Blockchain Forum,"Los Angeles, CA",Our company organizes blockchain related events throughout the globe. Looking for sales managers to sell sponsorship package....
78,16 days ago,/company/Serve/jobs/Creative-Blockchain-Writing-Internship-0c90a1323609e7f7?fccid=7971f1785db11653&vjs=3,Los+Angeles,Creative Blockchain Writing Internship,Serve,"Los Angeles, CA",We are looking for Article/Blog/Content writers who can produce creative marketing content for our company. Must be educated in blockchain/technology...
79,17 days ago,/company/Crowdcreate/jobs/Cryptocurrency-Community-Management-Remote-Position-ec93d3161c528d10?fccid=7f74b00cc8415fe1&vjs=3,Los+Angeles,Crowdcreate Cryptocurrency Community Management Remote Position,Crowdcreate,"Los Angeles, CA 90013",Prior blockchain experience. We’re connected to the most influential people in Blockchain. Our team has worked on over 40+ startup projects and have years of...
80,23 hours ago,/company/Autodidactic-I/jobs/Inventor-Creator-Artist-ad77e08053fdc15f?fccid=12ccaa5fef8c7e3a&vjs=3,Los+Angeles,Inventor + Creator + Artist,Autodidactic I,"Los Angeles, CA","Please do not apply if you only have interest and experience in one field.At a minimal, you have a solid foothold in each the financial *(algorithmic trading,..."
81,1 day ago,/company/Blockchain-Peak-Inc./jobs/%E6%8B%9B%E8%81%98%E8%BD%AF%E4%BB%B6%E6%B5%8B%E8%AF%95%E5%B7%A5%E7%A8%8B%E5%B8%88-%E6%B4%9B%E6%9D%89%E7%9F%B6%E5%9C%B0%E5%8C%BA-e7cce59b37ae3096?fccid=cd5d4c46ed5fbda1&vjs=3,Los+Angeles,招聘软件测试工程师-洛杉矶地区,Blockchain Peak,"Los Angeles, CA","职责: 1. 分析/编写测试需求,执行测试任务。 2. 负责测试环境的搭建、使用及维护。 3. 缺陷跟踪及测试结果报告。 要求: 1. 计算机相关专业、有项目经验者优先。 2. 性格外向,善于表达与沟通。 职位类型:全职 所在地: * Los Angeles, CA (最低要求..."
82,30+ days ago,/rc/clk?jk=334f5adab0f88c8b&fccid=51330deb9ea36b45&vjs=3,Los+Angeles,Customer Support Representative (Games on Blockchain),OPSkins,"Santa Monica, CA","OPSkins is seeking a bright, articulate, detail-oriented Customer Support Representatives. We operate in a 24/7 environment supporting global markets, and..."
83,4 days ago,/company/JYC/jobs/Full-Stack-Developer-75ddcb943e3a8140?fccid=11a01bb6157a5d86&vjs=3,Los+Angeles,Full Stack Developer,JYC,"Santa Monica, CA",Experience or knowledge of languages and resources for machine learning and / or blockchain development a plus! Full Stack Engineer (Full Time) - JYC....
84,2 days ago,/company/Printerpix/jobs/Technical-Inhouse-Recruiter-d251114777ee93f1?fccid=ecd8244b7075474e&vjs=3,Los+Angeles,Technical Inhouse Recruiter,PrinterPix,"Long Beach, CA","A high performance decentralized cloud, as proposed by Sparkster, is necessary to mainstream blockchain adoption...."
85,Error extracting date,/pagead/clk?mo=r&ad=-6NYlbfkN0D4LqQGcuU1DmvQla80HP-Y3gldAUF2xesFK6IbLOLdOdUisLSz5jdh0MIevzZ1r5E6vnWN9S6FBUKKWZmUHCSgxZaQRC9mjiiXevmcWozJ_AVmINcdoMU-C1Z8PSl9FVXd7-VjfGlFDqybETqRFbk9hg68u7x4Z_A5HPQvcE4ewseH07qZye40fBsR6V82ivgYf9vIT4tlZHeaHSwKTGpLNkdpoFrV686tsd1yJjpxTBa_oIi540Z26L2E1Z4_xRG8IzgGWsTyL7sEtlRfIgiTBEREoqGXIXTlp_o4q5GFBxJmH5LjqqYFLlOmwQ1pfTZxf-yQO32J5LzjNAW-D3n4etgmMlwEcdmXHOZk6SAlBHA_AVRWvS9N3DCD_0SkDQ9koPmF97rCGI0d-qZMMtEgigJkuAfNXnAiiLj3fOSCWKowdrbcn8G80dG5k8fa1A0=&vjs=3&p=4&sk=&fvj=1,Los+Angeles,Head of Technical Curriculum,Education Ecosystem,"Los Angeles, CA",Opportunity to work with a fast-growing US education blockchain start-up. LEDU Ecosystem (LiveEdu)*....
86,Error extracting date,/pagead/clk?mo=r&ad=-6NYlbfkN0Cf-0IOkWv-HTUpYQNKISSYBEv4rkMLSyEZh7d-GpDFqamEuQmHFqupWOzukqmPy-mCMCn6xJBaK3Pm34pq7JAaBxQdyrktCuSsD_cnuI6gqArQqd1aEc0Csdwkx-FLi64SmsTFndBRa7XpztYo_SeZHM3IJXAr7RsWUI-fv6xJu5leenQyD4LOph93v6vg2bPHE9E8BoUQAmH_VSc9qFLLbxgB1zqAbpVr2F9Pv_5vmjwGWdMLxgmBgvWl7ejjT_3c7pWo1vuI36AvNZu9QqnRXWOCOPA9TsxOdAHsfyDRtz04pRSUdxcp8DO7lXfpHCLQrvZEiwerOYU2qounlAYnY0-iIieHRKaOlSHolUMNb5ssz225prLl69HplFcKG0M1xotg8Sbd9B-lGheIMM1ELzwI24frDCwbvl9PXvXuT5TUSsWmrdWv&vjs=3&p=5&sk=&fvj=1,Los+Angeles,Sr. Games Engineer,X2 Games,"Burbank, CA",X2 is looking for a talented Senior Engineerto develop gameplay systems for online video games- some in the traditional space and others in the newest emerging...
87,8 days ago,/company/FIXnotes-LLC/jobs/Executive-Assistant-CEO-47afd7052b96d552?fccid=df48a3c7a6c84601&vjs=3,Philadelphia,Executive Assistant to CEO,FIXnotes LLC,"Philadelphia, PA 19103 (Belmont area)","Interest in Real Estate, Blockchain. Founded in 2017 by experienced industry market-marker Robert Hytha, FIXnotes LLC is quickly becoming a leader in due..."
88,Error extracting date,/ita?id=22451&tk=1clq3q7fh1fgj7hd&flowPage=jasxserp&flowType=inline&q=blockchain&l=Philadelphia&adLoc=Philadelphia%2C+PA&fromita=1,Philadelphia,Error extracting title,Error extracting company,"Philadelphia, PA",Error extracting summary
89,30+ days ago,/rc/clk?jk=e71c68c719307255&fccid=859e4ad467e5200a&vjs=3,Philadelphia,Research Analyst - Blockchain,The Institutes,"Malvern, PA",The Institutes have an exciting opportunity for an analytical professional to serve as a product analyst for RiskBlock - a transformational industry-wide effort...
90,30+ days ago,/rc/clk?jk=f603a675121f7524&fccid=2dd390c3a48a7ed0&vjs=3,Philadelphia,"Senior Associate, Blockchain Solutions",KPMG,"Philadelphia, PA","Design and build industry specific solutions using the Blockchain technology and design and build Blockchain framework, accelerators and assets...."
91,30+ days ago,/rc/clk?jk=077641d32c2993a0&fccid=859e4ad467e5200a&vjs=3,Philadelphia,Program/Project Manager - Blockchain,The Institutes,"Malvern, PA","Experience in blockchain platforms, distributed ledger, and smart contracts strongly preferred. We are looking for a forward-thinking leader to leverage their..."
92,11 days ago,/rc/clk?jk=8bfca300b4d0017c&fccid=49efe363ff14d902&vjs=3,Philadelphia,Digital Asset Sales & Trading Analyst,Susquehanna International Group,"Bala-Cynwyd, PA 19004","Overview As a Digital Asset Sales & Trading Analyst, you will gain an expert perspective on the marketplace for cryptocurrencies. You will have the..."
93,30+ days ago,/rc/clk?jk=1de111ddaf58a677&fccid=859e4ad467e5200a&vjs=3,Philadelphia,Product Manager - Blockchain,The Institutes,"Malvern, PA",The Institutes have an exciting opportunity for an innovative professional be a part of the RiskBlock Alliance - a transformational industry-wide effort to...
94,30+ days ago,/rc/clk?jk=6f5cabdf14c097b1&fccid=6d2160809c74cacd&vjs=3,Philadelphia,Professional Blockchain Development,Camelot ITLab Inc.,"Media, PA","Professional Blockchain Development. Understanding of distributed Blockchain architectures. Ethereum, Hyperledger, SAP Blockchain as a Service)...."
95,30+ days ago,/rc/clk?jk=8a62a39412883097&fccid=2dd390c3a48a7ed0&vjs=3,Philadelphia,"Senior Associate, Blockchain Developer",KPMG,"Philadelphia, PA","Design, develop, and test Blockchain technologies using JavaScript or Java as the primary language, with minimal supervision...."
